group,groupLabel,variable,variableLabel,variablePage
VG23F1,APRIL: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V455,APR: TOT CLR TOTL ROBERY,147
VG23F1,APRIL: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V456,APR: TOT CLR GUN ROBBERY,148
VG23F1,APRIL: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V457,APR: TOT CLR KNIFE ROBRY,148
VG23F1,APRIL: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V458,APR: TOT CLR OTH WPN ROB,148
VG23F1,APRIL: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V459,APR: TOT CLR STR ARM ROB,148
VG23F1,APRIL: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V460,APR: TOT CLR ASSLT TOTAL,148
VG23F1,APRIL: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V461,APR: TOT CLR GUN ASSAULT,148
VG23F1,APRIL: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V462,APR: TOT CLR KNIFE ASSLT,149
VG23F1,APRIL: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V463,APR:TOT CLR OTH WPN ASLT,149
VG23F1,APRIL: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V464,APR: TOT CLR HND/FT ASLT,149
VG23F1,APRIL: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V465,APR: TOT CLR SIMPLE ASLT,149
VG23F1,APRIL: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V466,APR: TOT CLR BRGLRY TOTL,150
VG23F1,APRIL: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V467,APR: TOT CLR FORC ENTRY,150
VG23F1,APRIL: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V468,APR: TOT CLR ENTR-NO FRC,150
VG23F1,APRIL: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V469,APR: TOT CLR ATT BURGLRY,150
VG23F1,APRIL: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V470,APR: TOT CLR LARCNY TOTL,150
VG23F1,APRIL: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V471,APR:TOT CLR VHC THFT TOT,150
VG23F1,APRIL: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V472,APR: TOT CLR AUTO THEFT,151
VG23F1,APRIL: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V473,APR:TOT CLR TRCK/BS THFT,151
VG23F1,APRIL: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V474,APR:TOT CLR OTH VHC THFT,151
VG23F1,APRIL: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V475,APR: TOT CLR ALL FIELDS,151
VG24F1,APRIL: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V476,APR: CLR<18 MURDER,151
VG24F1,APRIL: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V477,APR: CLR<18 MANSLGHTR,152
VG24F1,APRIL: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V478,APR: CLR<18 RAPE TOTAL,152
VG24F1,APRIL: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V479,APR: CLR<18 FORCE RAPE,152
VG24F1,APRIL: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V480,APR: CLR<18 ATTMPTD RAPE,152
VG24F1,APRIL: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V481,APR: CLR<18 ROBBERY TOTL,152
VG24F1,APRIL: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V482,APR: CLR<18 GUN ROBBERY,153
VG24F1,APRIL: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V483,APR: CLR<18 KNIFE ROBBRY,153
VG24F1,APRIL: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V484,APR: CLR<18 OTH WPN RBRY,153
VG24F1,APRIL: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V485,APR: CLR<18 STR ARM ROB,153
VG24F1,APRIL: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V486,APR: CLR<18 ASSLT TOTAL,154
VG24F1,APRIL: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V487,APR: CLR<18 GUN ASSAULT,154
VG24F1,APRIL: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V488,APR: CLR<18 KNIFE ASSLT,154
VG24F1,APRIL: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V489,APR: CLR<18 OTH WPN ASLT,154
VG24F1,APRIL: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V490,APR: CLR<18 HND/FT ASSLT,154
VG24F1,APRIL: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V491,APR: CLR<18 SIMPLE ASSLT,155
VG24F1,APRIL: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V492,APR: CLR<18 BURGLRY TOTL,155
VG24F1,APRIL: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V493,APR: CLR<18 FORC ENTRY,155
VG24F1,APRIL: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V494,APR: CLR<18 ENTR-NO FORC,155
VG24F1,APRIL: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V495,APR: CLR<18 ATT BURGLARY,155
VG24F1,APRIL: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V496,APR: CLR<18 LARCENY TOTL,156
VG24F1,APRIL: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V497,APR: CLR<18 VHC THFT TOT,156
VG24F1,APRIL: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V498,APR: CLR<18 AUTO THEFT,156
VG24F1,APRIL: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V499,APR: CLR<18 TRCK/BS THFT,156
VG24F1,APRIL: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V500,APR: CLR<18 OTH VHC THFT,156
VG24F1,APRIL: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V501,APR: CLR<18 ALL FIELDS,157
VG25F1,APRIL: NUMBER OF OFFICERS KILLED OR ASSAULTED,V502,APR: OFFICRS KILL BY FEL,157
VG25F1,APRIL: NUMBER OF OFFICERS KILLED OR ASSAULTED,V503,APR: OFFICRS KILL BY ACC,157
VG25F1,APRIL: NUMBER OF OFFICERS KILLED OR ASSAULTED,V504,APR: OFFICERS ASSAULTED,157
VG26F1,MAY: ACCOUNTING VARIABLES,V505,MAY: MONTH INCLUDED IN,157
VG26F1,MAY: ACCOUNTING VARIABLES,V506,MAY: LAST UPDATE,158
VG26F1,MAY: ACCOUNTING VARIABLES,V507,MAY: CARD 0 TYPE,158
VG26F1,MAY: ACCOUNTING VARIABLES,V508,MAY: CARD 1 TYPE,158
VG26F1,MAY: ACCOUNTING VARIABLES,V509,MAY: CARD 2 TYPE,159
VG26F1,MAY: ACCOUNTING VARIABLES,V510,MAY: CARD 3 TYPE,159
VG26F1,MAY: ACCOUNTING VARIABLES,V511,MAY: CARD 4 TYPE,159
VG26F1,MAY: ACCOUNTING VARIABLES,V512,MAY: CARD 0 P/T,159
VG26F1,MAY: ACCOUNTING VARIABLES,V513,MAY: CARD 1 P/T,160
VG26F1,MAY: ACCOUNTING VARIABLES,V514,MAY: CARD 2 P/T,160
VG26F1,MAY: ACCOUNTING VARIABLES,V515,MAY: CARD 3 P/T,160
VG27F1,MAY: NUMBER OF UNFOUNDED OFFENSES,V516,MAY: UNFOUNDED MURDER,160
VG27F1,MAY: NUMBER OF UNFOUNDED OFFENSES,V517,MAY: UNFOUNDED MANSLGHTR,161
VG27F1,MAY: NUMBER OF UNFOUNDED OFFENSES,V518,MAY: UNFOUNDED RAPE TOTL,161
VG27F1,MAY: NUMBER OF UNFOUNDED OFFENSES,V519,MAY: UNFOUNDED FORC RAPE,161
VG27F1,MAY: NUMBER OF UNFOUNDED OFFENSES,V520,MAY: UNFOUND ATMPTD RAPE,161
VG27F1,MAY: NUMBER OF UNFOUNDED OFFENSES,V521,MAY: UNFOUND ROBBRY TOTL,161
VG27F1,MAY: NUMBER OF UNFOUNDED OFFENSES,V522,MAY: UNFOUND GUN ROBBERY,162
VG27F1,MAY: NUMBER OF UNFOUNDED OFFENSES,V523,MAY: UNFOUNDED KNIFE ROB,162
VG27F1,MAY: NUMBER OF UNFOUNDED OFFENSES,V524,MAY: UNFND OTHR WEAP ROB,162
VG27F1,MAY: NUMBER OF UNFOUNDED OFFENSES,V525,MAY: UNFND STRNG-ARM ROB,162
VG27F1,MAY: NUMBER OF UNFOUNDED OFFENSES,V526,MAY: UNFOUND ASSLT TOTAL,162
VG27F1,MAY: NUMBER OF UNFOUNDED OFFENSES,V527,MAY: UNFOUND GUN ASSLT,163
VG27F1,MAY: NUMBER OF UNFOUNDED OFFENSES,V528,MAY: UNFOUND KNIFE ASSLT,163
VG27F1,MAY: NUMBER OF UNFOUNDED OFFENSES,V529,MAY: UNFND OTH WPN ASLT,163
VG27F1,MAY: NUMBER OF UNFOUNDED OFFENSES,V530,MAY: UNFND HND/FEET ASLT,163
VG27F1,MAY: NUMBER OF UNFOUNDED OFFENSES,V531,MAY: UNFND SIMPL ASSAULT,163
VG27F1,MAY: NUMBER OF UNFOUNDED OFFENSES,V532,MAY: UNFOUND BURG TOTAL,164
VG27F1,MAY: NUMBER OF UNFOUNDED OFFENSES,V533,MAY: UNFOUND FORCE ENTRY,164
VG27F1,MAY: NUMBER OF UNFOUNDED OFFENSES,V534,MAY: UNFND ENTRY-NO FORC,164
VG27F1,MAY: NUMBER OF UNFOUNDED OFFENSES,V535,MAY: UNFND ATT BURGLARY,164
VG27F1,MAY: NUMBER OF UNFOUNDED OFFENSES,V536,MAY: UNFOUND LARCNY TOTL,164
VG27F1,MAY: NUMBER OF UNFOUNDED OFFENSES,V537,MAY: UF TOT MTR VHC THFT,165
VG27F1,MAY: NUMBER OF UNFOUNDED OFFENSES,V538,MAY: UNFOUND AUTO THEFT,165
VG27F1,MAY: NUMBER OF UNFOUNDED OFFENSES,V539,MAY: UF TRUCK/BUS THEFT,165
VG27F1,MAY: NUMBER OF UNFOUNDED OFFENSES,V540,MAY: UNFND OTH VHC THEFT,165
VG27F1,MAY: NUMBER OF UNFOUNDED OFFENSES,V541,MAY: UNFOUND ALL FIELDS,165
VG28F1,MAY: NUMBER OF ACTUAL OFFENSES,V542,MAY: ACT NUM MURDER,166
VG28F1,MAY: NUMBER OF ACTUAL OFFENSES,V543,MAY: ACT NUM MANSLGHTR,166
VG28F1,MAY: NUMBER OF ACTUAL OFFENSES,V544,MAY: ACT NUM RAPE TOTL,166
VG28F1,MAY: NUMBER OF ACTUAL OFFENSES,V545,MAY: ACT NUM FORC RAPE,166
VG28F1,MAY: NUMBER OF ACTUAL OFFENSES,V546,MAY: ACT NUM ATMPTD RAPE,166
VG28F1,MAY: NUMBER OF ACTUAL OFFENSES,V547,MAY: ACT NUM ROBBRY TOTL,167
VG28F1,MAY: NUMBER OF ACTUAL OFFENSES,V548,MAY: ACT NUM GUN ROBBERY,167
VG28F1,MAY: NUMBER OF ACTUAL OFFENSES,V549,MAY: ACT NUM KNIFE ROBRY,167
VG28F1,MAY: NUMBER OF ACTUAL OFFENSES,V550,MAY: ACT NUM OTH WPN ROB,167
VG28F1,MAY: NUMBER OF ACTUAL OFFENSES,V551,MAY: ACT NUM STR ARM ROB,167
VG28F1,MAY: NUMBER OF ACTUAL OFFENSES,V552,MAY: ACT NUM ASSLT TOTAL,167
VG28F1,MAY: NUMBER OF ACTUAL OFFENSES,V553,MAY: ACT NUM GUN ASSAULT,168
VG28F1,MAY: NUMBER OF ACTUAL OFFENSES,V554,MAY: ACT NUM KNIFE ASSLT,168
VG28F1,MAY: NUMBER OF ACTUAL OFFENSES,V555,MAY: ACT # OTH WPN ASSLT,168
VG28F1,MAY: NUMBER OF ACTUAL OFFENSES,V556,MAY: ACT # HND/FEET ASLT,168
VG28F1,MAY: NUMBER OF ACTUAL OFFENSES,V557,MAY: ACT # SIMPLE ASSLT,168
VG28F1,MAY: NUMBER OF ACTUAL OFFENSES,V558,MAY: ACT # BURGLARY TOTL,169
VG28F1,MAY: NUMBER OF ACTUAL OFFENSES,V559,MAY: ACT # FORCE ENTRY,169
VG28F1,MAY: NUMBER OF ACTUAL OFFENSES,V560,MAY: ACT # ENTRY-NO FORC,169
VG28F1,MAY: NUMBER OF ACTUAL OFFENSES,V561,MAY: ACT # ATT BURGLARY,169
VG28F1,MAY: NUMBER OF ACTUAL OFFENSES,V562,MAY: ACT # LARCENY TOTAL,169
VG28F1,MAY: NUMBER OF ACTUAL OFFENSES,V563,MAY: ACT # VHC THEFT TOT,170
VG28F1,MAY: NUMBER OF ACTUAL OFFENSES,V564,MAY: ACT # AUTO THEFT,170
VG28F1,MAY: NUMBER OF ACTUAL OFFENSES,V565,MAY: ACT # TRCK/BUS THFT,170
VG28F1,MAY: NUMBER OF ACTUAL OFFENSES,V566,MAY: ACT # OTH VHC THEFT,170
VG28F1,MAY: NUMBER OF ACTUAL OFFENSES,V567,MAY: ACT # ALL FIELDS,170
VG29F1,MAY: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V568,MAY: TOT CLR MURDER,171
VG29F1,MAY: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V569,MAY: TOT CLR MANSLGHTR,171
VG29F1,MAY: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V570,MAY: TOT CLR RAPE TOTAL,171
VG29F1,MAY: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V571,MAY: TOT CLR FORC RAPE,171
VG29F1,MAY: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V572,MAY: TOT CLR ATMPTD RAPE,171
VG29F1,MAY: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V573,MAY: TOT CLR TOTL ROBERY,172
VG29F1,MAY: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V574,MAY: TOT CLR GUN ROBBERY,172
VG29F1,MAY: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V575,MAY: TOT CLR KNIFE ROBRY,172
VG29F1,MAY: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V576,MAY: TOT CLR OTH WPN ROB,172
VG29F1,MAY: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V577,MAY: TOT CLR STR ARM ROB,172
VG29F1,MAY: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V578,MAY: TOT CLR ASSLT TOTAL,173
VG29F1,MAY: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V579,MAY: TOT CLR GUN ASSAULT,173
VG29F1,MAY: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V580,MAY: TOT CLR KNIFE ASSLT,173
VG29F1,MAY: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V581,MAY:TOT CLR OTH WPN ASLT,173
VG29F1,MAY: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V582,MAY: TOT CLR HND/FT ASLT,173
VG29F1,MAY: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V583,MAY: TOT CLR SIMPLE ASLT,174
VG29F1,MAY: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V584,MAY: TOT CLR BRGLRY TOTL,174
VG29F1,MAY: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V585,MAY: TOT CLR FORC ENTRY,174
VG29F1,MAY: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V586,MAY: TOT CLR ENTR-NO FRC,174
VG29F1,MAY: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V587,MAY: TOT CLR ATT BURGLRY,174
VG29F1,MAY: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V588,MAY: TOT CLR LARCNY TOTL,175
VG29F1,MAY: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V589,MAY:TOT CLR VHC THFT TOT,175
VG29F1,MAY: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V590,MAY: TOT CLR AUTO THEFT,175
VG29F1,MAY: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V591,MAY:TOT CLR TRCK/BS THFT,175
VG29F1,MAY: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V592,MAY:TOT CLR OTH VHC THFT,175
VG29F1,MAY: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V593,MAY: TOT CLR ALL FIELDS,175
VG30F1,MAY: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V594,MAY: CLR<18 MURDER,176
VG30F1,MAY: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V595,MAY: CLR<18 MANSLGHTR,176
VG30F1,MAY: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V596,MAY: CLR<18 RAPE TOTAL,176
VG30F1,MAY: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V597,MAY: CLR<18 FORCE RAPE,176
VG30F1,MAY: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V598,MAY: CLR<18 ATTMPTD RAPE,176
VG30F1,MAY: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V599,MAY: CLR<18 ROBBERY TOTL,177
VG30F1,MAY: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V600,MAY: CLR<18 GUN ROBBERY,177
VG30F1,MAY: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V601,MAY: CLR<18 KNIFE ROBBRY,177
VG30F1,MAY: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V602,MAY: CLR<18 OTH WPN RBRY,177
VG30F1,MAY: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V603,MAY: CLR<18 STR ARM ROB,178
VG30F1,MAY: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V604,MAY: CLR<18 ASSLT TOTAL,178
VG30F1,MAY: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V605,MAY: CLR<18 GUN ASSAULT,178
VG30F1,MAY: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V606,MAY: CLR<18 KNIFE ASSLT,178
VG30F1,MAY: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V607,MAY: CLR<18 OTH WPN ASLT,178
VG30F1,MAY: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V608,MAY: CLR<18 HND/FT ASSLT,179
VG30F1,MAY: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V609,MAY: CLR<18 SIMPLE ASSLT,179
VG30F1,MAY: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V610,MAY: CLR<18 BURGLRY TOTL,179
VG30F1,MAY: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V611,MAY: CLR<18 FORC ENTRY,179
VG30F1,MAY: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V612,MAY: CLR<18 ENTR-NO FORC,179
VG30F1,MAY: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V613,MAY: CLR<18 ATT BURGLARY,180
VG30F1,MAY: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V614,MAY: CLR<18 LARCENY TOTL,180
VG30F1,MAY: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V615,MAY: CLR<18 VHC THFT TOT,180
VG30F1,MAY: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V616,MAY: CLR<18 AUTO THEFT,180
VG30F1,MAY: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V617,MAY: CLR<18 TRCK/BS THFT,180
VG30F1,MAY: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V618,MAY: CLR<18 OTH VHC THFT,181
VG30F1,MAY: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V619,MAY: CLR<18 ALL FIELDS,181
VG31F1,MAY: NUMBER OF OFFICERS KILLED OR ASSAULTED,V620,MAY: OFFICRS KILL BY FEL,181
VG31F1,MAY: NUMBER OF OFFICERS KILLED OR ASSAULTED,V621,MAY: OFFICRS KILL BY ACC,181
VG31F1,MAY: NUMBER OF OFFICERS KILLED OR ASSAULTED,V622,MAY: OFFICERS ASSAULTED,181
VG32F1,JUNE: ACCOUNTING VARIABLES,V623,JUN: MONTH INCLUDED IN,182
VG32F1,JUNE: ACCOUNTING VARIABLES,V624,JUN: LAST UPDATE,182
VG32F1,JUNE: ACCOUNTING VARIABLES,V625,JUN: CARD 0 TYPE,182
VG32F1,JUNE: ACCOUNTING VARIABLES,V626,JUN: CARD 1 TYPE,183
VG32F1,JUNE: ACCOUNTING VARIABLES,V627,JUN: CARD 2 TYPE,183
VG32F1,JUNE: ACCOUNTING VARIABLES,V628,JUN: CARD 3 TYPE,183
VG32F1,JUNE: ACCOUNTING VARIABLES,V629,JUN: CARD 4 TYPE,183
VG32F1,JUNE: ACCOUNTING VARIABLES,V630,JUN: CARD 0 P/T,184
VG32F1,JUNE: ACCOUNTING VARIABLES,V631,JUN: CARD 1 P/T,184
VG32F1,JUNE: ACCOUNTING VARIABLES,V632,JUN: CARD 2 P/T,184
VG32F1,JUNE: ACCOUNTING VARIABLES,V633,JUN: CARD 3 P/T,184
VG33F1,JUNE: NUMBER OF UNFOUNDED OFFENSES,V634,JUN: UNFOUNDED MURDER,185
VG33F1,JUNE: NUMBER OF UNFOUNDED OFFENSES,V635,JUN: UNFOUNDED MANSLGHTR,185
VG33F1,JUNE: NUMBER OF UNFOUNDED OFFENSES,V636,JUN: UNFOUNDED RAPE TOTL,185
VG33F1,JUNE: NUMBER OF UNFOUNDED OFFENSES,V637,JUN: UNFOUNDED FORC RAPE,185
VG33F1,JUNE: NUMBER OF UNFOUNDED OFFENSES,V638,JUN: UNFOUND ATMPTD RAPE,185
VG33F1,JUNE: NUMBER OF UNFOUNDED OFFENSES,V639,JUN: UNFOUND ROBBRY TOTL,186
VG33F1,JUNE: NUMBER OF UNFOUNDED OFFENSES,V640,JUN: UNFOUND GUN ROBBERY,186
VG33F1,JUNE: NUMBER OF UNFOUNDED OFFENSES,V641,JUN: UNFOUNDED KNIFE ROB,186
VG33F1,JUNE: NUMBER OF UNFOUNDED OFFENSES,V642,JUN: UNFND OTHR WEAP ROB,186
VG33F1,JUNE: NUMBER OF UNFOUNDED OFFENSES,V643,JUN: UNFND STRNG-ARM ROB,186
VG33F1,JUNE: NUMBER OF UNFOUNDED OFFENSES,V644,JUN: UNFOUND ASSLT TOTAL,187
VG33F1,JUNE: NUMBER OF UNFOUNDED OFFENSES,V645,JUN: UNFOUND GUN ASSLT,187
VG33F1,JUNE: NUMBER OF UNFOUNDED OFFENSES,V646,JUN: UNFOUND KNIFE ASSLT,187
VG33F1,JUNE: NUMBER OF UNFOUNDED OFFENSES,V647,JUN: UNFND OTH WPN ASLT,187
VG33F1,JUNE: NUMBER OF UNFOUNDED OFFENSES,V648,JUN: UNFND HND/FEET ASLT,187
VG33F1,JUNE: NUMBER OF UNFOUNDED OFFENSES,V649,JUN: UNFND SIMPL ASSAULT,188
VG33F1,JUNE: NUMBER OF UNFOUNDED OFFENSES,V650,JUN: UNFOUND BURG TOTAL,188
VG33F1,JUNE: NUMBER OF UNFOUNDED OFFENSES,V651,JUN: UNFOUND FORCE ENTRY,188
VG33F1,JUNE: NUMBER OF UNFOUNDED OFFENSES,V652,JUN: UNFND ENTRY-NO FORC,188
VG33F1,JUNE: NUMBER OF UNFOUNDED OFFENSES,V653,JUN: UNFND ATT BURGLARY,188
VG33F1,JUNE: NUMBER OF UNFOUNDED OFFENSES,V654,JUN: UNFOUND LARCNY TOTL,189
VG33F1,JUNE: NUMBER OF UNFOUNDED OFFENSES,V655,JUN: UF TOT MTR VHC THFT,189
VG33F1,JUNE: NUMBER OF UNFOUNDED OFFENSES,V656,JUN: UNFOUND AUTO THEFT,189
VG33F1,JUNE: NUMBER OF UNFOUNDED OFFENSES,V657,JUN: UF TRUCK/BUS THEFT,189
VG33F1,JUNE: NUMBER OF UNFOUNDED OFFENSES,V658,JUN: UNFND OTH VHC THEFT,189
VG33F1,JUNE: NUMBER OF UNFOUNDED OFFENSES,V659,JUN: UNFOUND ALL FIELDS,190
VG34F1,JUNE: NUMBER OF ACTUAL OFFENSES,V660,JUN: ACT NUM MURDER,190
VG34F1,JUNE: NUMBER OF ACTUAL OFFENSES,V661,JUN: ACT NUM MANSLGHTR,190
VG34F1,JUNE: NUMBER OF ACTUAL OFFENSES,V662,JUN: ACT NUM RAPE TOTL,190
VG34F1,JUNE: NUMBER OF ACTUAL OFFENSES,V663,JUN: ACT NUM FORC RAPE,190
VG34F1,JUNE: NUMBER OF ACTUAL OFFENSES,V664,JUN: ACT NUM ATMPTD RAPE,190
VG34F1,JUNE: NUMBER OF ACTUAL OFFENSES,V665,JUN: ACT NUM ROBBRY TOTL,191
VG34F1,JUNE: NUMBER OF ACTUAL OFFENSES,V666,JUN: ACT NUM GUN ROBBERY,191
VG34F1,JUNE: NUMBER OF ACTUAL OFFENSES,V667,JUN: ACT NUM KNIFE ROBRY,191
VG34F1,JUNE: NUMBER OF ACTUAL OFFENSES,V668,JUN: ACT NUM OTH WPN ROB,191
VG34F1,JUNE: NUMBER OF ACTUAL OFFENSES,V669,JUN: ACT NUM STR ARM ROB,191
VG34F1,JUNE: NUMBER OF ACTUAL OFFENSES,V670,JUN: ACT NUM ASSLT TOTAL,192
VG34F1,JUNE: NUMBER OF ACTUAL OFFENSES,V671,JUN: ACT NUM GUN ASSAULT,192
VG34F1,JUNE: NUMBER OF ACTUAL OFFENSES,V672,JUN: ACT NUM KNIFE ASSLT,192
VG34F1,JUNE: NUMBER OF ACTUAL OFFENSES,V673,JUN: ACT # OTH WPN ASSLT,192
VG34F1,JUNE: NUMBER OF ACTUAL OFFENSES,V674,JUN: ACT # HND/FEET ASLT,192
VG34F1,JUNE: NUMBER OF ACTUAL OFFENSES,V675,JUN: ACT # SIMPLE ASSLT,193
VG34F1,JUNE: NUMBER OF ACTUAL OFFENSES,V676,JUN: ACT # BURGLARY TOTL,193
